-0.095270425	0.03312856	0.026787484	0.036794968	-0.07751729	-0.038017683	0.05285375	-0.056404285	0.04381607	-0.053290084	0.016971402	0.04533216	-0.022260295	0.008496699	-0.15144539	0.06344573
-0.06859139	-0.0021777812	-0.002613359	0.035500124	-0.02460662	-0.025950266	0.07562115	-0.060614184	0.038294576	-0.084135525	0.04134095	0.10210823	0.014450001	-0.002772182	-0.085993394	-0.0029529706
-0.082680486	0.0140603045	-0.010416604	0.08564387	-0.052808348	-0.064095266	0.06198381	0.054587737	0.035438437	-0.10094007	0.008225744	0.08023976	-0.07595876	-0.034738567	-0.09297881	-0.035522446
-0.06261176	-0.10940737	-0.019337827	0.065870516	-0.11375915	-0.05084896	0.0903908	-0.032168485	0.08966148	-0.065099336	-0.010202794	-0.028997945	0.0058291415	0.059447594	-0.08313685	0.002825728
-0.023660513	0.031835936	-0.038062144	0.083908156	-0.048470747	-0.054901987	0.009823078	-0.057675153	0.05983702	-0.030190198	0.056375474	0.05264986	0.00964185	0.049879435	-0.09399636	-0.009497113
-0.03502657	-0.03456733	-0.044584293	0.004801559	-0.021965677	-0.093628384	0.025316965	0.014789926	0.06322815	-0.03217347	-0.0032524294	0.061141614	0.020570999	0.008864392	-0.14519787	0.05399039
-0.017349001	-0.040833194	0.04084353	0.027998663	-0.08168333	-0.0788102	0.044285536	0.0056077936	0.082408756	-0.07302527	0.007166719	0.047332555	-0.00056172407	0.041581742	-0.102134325	0.012107446
-0.09236167	-0.040296678	0.026273992	-0.013443044	-0.08363166	-0.039433096	-0.0107149435	-0.01702806	0.13045102	-0.103167705	0.010808721	0.06013996	0.061402615	0.0014103305	-0.101406686	0.03797148
-0.036134996	0.039886262	-0.021287212	0.020007124	-0.05899265	-0.062110335	0.009056338	-0.053794928	0.028707882	-0.0739459	-0.045345787	0.060562752	0.030129593	0.05537599	-0.046675723	-0.003716605
-0.068609335	0.0035404868	-0.020469941	0.032665398	-0.141547	-0.032023143	0.077403106	0.01536764	0.014658007	-0.09889557	0.04546204	0.13634336	0.02894717	0.019593693	-0.024323175	-0.063950956
